,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
481,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,audio_features,1xzBco0xcoJEDXktl7Jxrr,spotify:track:1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,183907,4
482,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,audio_features,43ZyHQITOjhciSUUNPVRHc,spotify:track:43ZyHQITOjhciSUUNPVRHc,https://api.spotify.com/v1/tracks/43ZyHQITOjhciSUUNPVRHc,https://api.spotify.com/v1/audio-analysis/43ZyHQITOjhciSUUNPVRHc,124056,4
483,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,audio_features,0Mn3amMRMoabaoTf1Publ4,spotify:track:0Mn3amMRMoabaoTf1Publ4,https://api.spotify.com/v1/tracks/0Mn3amMRMoabaoTf1Publ4,https://api.spotify.com/v1/audio-analysis/0Mn3amMRMoabaoTf1Publ4,205746,4
484,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,audio_features,56twMOlq9DJc3EgpVUVIrW,spotify:track:56twMOlq9DJc3EgpVUVIrW,https://api.spotify.com/v1/tracks/56twMOlq9DJc3EgpVUVIrW,https://api.spotify.com/v1/audio-analysis/56twMOlq9DJc3EgpVUVIrW,191308,3
485,0.629,0.7,5,-7.139,1,0.0299,0.00221,0.000208,0.42,0.912,131.007,audio_features,610XWgnlPtTUXWlJ0Q3jAV,spotify:track:610XWgnlPtTUXWlJ0Q3jAV,https://api.spotify.com/v1/tracks/610XWgnlPtTUXWlJ0Q3jAV,https://api.spotify.com/v1/audio-analysis/610XWgnlPtTUXWlJ0Q3jAV,212987,4
486,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009,audio_features,2xiOdusRnZezQok1RgLNeS,spotify:track:2xiOdusRnZezQok1RgLNeS,https://api.spotify.com/v1/tracks/2xiOdusRnZezQok1RgLNeS,https://api.spotify.com/v1/audio-analysis/2xiOdusRnZezQok1RgLNeS,256493,4
487,0.39,0.649,2,-5.163,1,0.0345,0.172,0.0,0.216,0.144,121.161,audio_features,5qlJg0Wbj3sslxfwiaRNpq,spotify:track:5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/tracks/5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/audio-analysis/5qlJg0Wbj3sslxfwiaRNpq,299723,4
488,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,audio_features,3DXncPQOG4VBw3QHh3S817,spotify:track:3DXncPQOG4VBw3QHh3S817,https://api.spotify.com/v1/tracks/3DXncPQOG4VBw3QHh3S817,https://api.spotify.com/v1/audio-analysis/3DXncPQOG4VBw3QHh3S817,288600,4
489,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,audio_features,3sPx5qKo178pOlAU2izE1i,spotify:track:3sPx5qKo178pOlAU2izE1i,https://api.spotify.com/v1/tracks/3sPx5qKo178pOlAU2izE1i,https://api.spotify.com/v1/audio-analysis/3sPx5qKo178pOlAU2izE1i,172867,4
490,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,audio_features,3gdewACMIVMEWVbyb8O9sY,spotify:track:3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY,281613,4
491,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,audio_features,1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,232947,4
492,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,audio_features,5icOoE6VgqFKohjWWNp0Ac,spotify:track:5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,156347,4
493,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,audio_features,3MEYFivt6bilQ9q9mFWZ4g,spotify:track:3MEYFivt6bilQ9q9mFWZ4g,https://api.spotify.com/v1/tracks/3MEYFivt6bilQ9q9mFWZ4g,https://api.spotify.com/v1/audio-analysis/3MEYFivt6bilQ9q9mFWZ4g,273803,4
494,0.713,0.971,0,-1.264,1,0.381,0.00228,2.05e-05,0.242,0.676,128.064,audio_features,2TkoUq8sPXmc4KYzKBiTWT,spotify:track:2TkoUq8sPXmc4KYzKBiTWT,https://api.spotify.com/v1/tracks/2TkoUq8sPXmc4KYzKBiTWT,https://api.spotify.com/v1/audio-analysis/2TkoUq8sPXmc4KYzKBiTWT,284130,4
495,0.689,0.78,4,-4.945,1,0.126,0.0886,0.0,0.0954,0.816,99.984,audio_features,6urcncCIJjypIdKCDqZT82,spotify:track:6urcncCIJjypIdKCDqZT82,https://api.spotify.com/v1/tracks/6urcncCIJjypIdKCDqZT82,https://api.spotify.com/v1/audio-analysis/6urcncCIJjypIdKCDqZT82,200093,4
496,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,audio_features,2z4U9d5OAA4YLNXoCgioxo,spotify:track:2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/tracks/2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/audio-analysis/2z4U9d5OAA4YLNXoCgioxo,220707,4
497,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975,audio_features,5ZkAx8zjLiSs1nMmBwJoZS,spotify:track:5ZkAx8zjLiSs1nMmBwJoZS,https://api.spotify.com/v1/tracks/5ZkAx8zjLiSs1nMmBwJoZS,https://api.spotify.com/v1/audio-analysis/5ZkAx8zjLiSs1nMmBwJoZS,218093,4
498,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4
499,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,audio_features,2G7V7zsVDxg1yRsu7Ew9RJ,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,217925,4
500,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,audio_features,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,267067,4
501,0.708,0.849,7,-2.666,1,0.324,0.38,0.0,0.849,0.649,148.102,audio_features,6r027Faonff84hxFMjMbIH,spotify:track:6r027Faonff84hxFMjMbIH,https://api.spotify.com/v1/tracks/6r027Faonff84hxFMjMbIH,https://api.spotify.com/v1/audio-analysis/6r027Faonff84hxFMjMbIH,363973,4
502,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,audio_features,6fTt0CH2t0mdeB2N9XFG5r,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,114893,4
503,0.812,0.525,1,-8.798,1,0.124,0.255,0.0,0.325,0.564,145.016,audio_features,3B9vJvi2Z6ws4wjNTQMYAc,spotify:track:3B9vJvi2Z6ws4wjNTQMYAc,https://api.spotify.com/v1/tracks/3B9vJvi2Z6ws4wjNTQMYAc,https://api.spotify.com/v1/audio-analysis/3B9vJvi2Z6ws4wjNTQMYAc,177133,4
504,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,audio_features,514rhnksEwHUh6LxXsQ4Y9,spotify:track:514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/tracks/514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/audio-analysis/514rhnksEwHUh6LxXsQ4Y9,210240,4
505,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4
506,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,audio_features,1cS0TgbR263ey9jn0MwD2s,spotify:track:1cS0TgbR263ey9jn0MwD2s,https://api.spotify.com/v1/tracks/1cS0TgbR263ey9jn0MwD2s,https://api.spotify.com/v1/audio-analysis/1cS0TgbR263ey9jn0MwD2s,221013,4
507,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/tracks/152lZdxL1OR0ZMW6KquMif,https://api.spotify.com/v1/audio-analysis/152lZdxL1OR0ZMW6KquMif,219080,4
508,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,audio_features,2G1tXoGBaEMJ7FKGnkf6ud,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/tracks/2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/audio-analysis/2G1tXoGBaEMJ7FKGnkf6ud,203161,4
509,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4
510,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,audio_features,55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,178560,4
511,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,audio_features,637bsehtpL2oJruOEL6lZ7,spotify:track:637bsehtpL2oJruOEL6lZ7,https://api.spotify.com/v1/tracks/637bsehtpL2oJruOEL6lZ7,https://api.spotify.com/v1/audio-analysis/637bsehtpL2oJruOEL6lZ7,243413,4
512,0.884,0.826,11,-3.672,0,0.0853,0.222,2.29e-06,0.0651,0.465,94.997,audio_features,7fPyCCiXVwbzPQ1MtoUChl,spotify:track:7fPyCCiXVwbzPQ1MtoUChl,https://api.spotify.com/v1/tracks/7fPyCCiXVwbzPQ1MtoUChl,https://api.spotify.com/v1/audio-analysis/7fPyCCiXVwbzPQ1MtoUChl,191368,4
513,0.846,0.734,2,-3.601,1,0.108,0.286,8.27e-05,0.425,0.717,90.98,audio_features,6ZtiywT2Qm50a1uR0jlY35,spotify:track:6ZtiywT2Qm50a1uR0jlY35,https://api.spotify.com/v1/tracks/6ZtiywT2Qm50a1uR0jlY35,https://api.spotify.com/v1/audio-analysis/6ZtiywT2Qm50a1uR0jlY35,207761,4
514,0.62,0.496,7,-7.509,1,0.133,0.597,1.36e-05,0.322,0.636,126.032,audio_features,0OFknyqxmSQ42SoKxWVTok,spotify:track:0OFknyqxmSQ42SoKxWVTok,https://api.spotify.com/v1/tracks/0OFknyqxmSQ42SoKxWVTok,https://api.spotify.com/v1/audio-analysis/0OFknyqxmSQ42SoKxWVTok,112205,4
515,0.249,0.804,10,-3.233,1,0.0502,0.0201,0.0,0.262,0.389,155.066,audio_features,59kTVUKhpcFw9zMLPSbFvH,spotify:track:59kTVUKhpcFw9zMLPSbFvH,https://api.spotify.com/v1/tracks/59kTVUKhpcFw9zMLPSbFvH,https://api.spotify.com/v1/audio-analysis/59kTVUKhpcFw9zMLPSbFvH,192893,4
516,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,audio_features,1hGy2eLcmC8eKx7qr1tOqx,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,225373,4
517,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4
518,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,audio_features,7iL6o9tox1zgHpKUfh9vuC,spotify:track:7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/tracks/7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/audio-analysis/7iL6o9tox1zgHpKUfh9vuC,193467,4
519,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,audio_features,3ia3dJETSOllPsv3LJkE35,spotify:track:3ia3dJETSOllPsv3LJkE35,https://api.spotify.com/v1/tracks/3ia3dJETSOllPsv3LJkE35,https://api.spotify.com/v1/audio-analysis/3ia3dJETSOllPsv3LJkE35,284907,4
520,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,audio_features,0Bo5fjMtTfCD8vHGebivqc,spotify:track:0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/tracks/0Bo5fjMtTfCD8vHGebivqc,https://api.spotify.com/v1/audio-analysis/0Bo5fjMtTfCD8vHGebivqc,168880,4
521,0.67,0.966,3,-1.994,0,0.177,0.0292,0.0,0.185,0.77,113.046,audio_features,3rmpb2RKPlbdbMjlc7SOlX,spotify:track:3rmpb2RKPlbdbMjlc7SOlX,https://api.spotify.com/v1/tracks/3rmpb2RKPlbdbMjlc7SOlX,https://api.spotify.com/v1/audio-analysis/3rmpb2RKPlbdbMjlc7SOlX,185595,4
522,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,audio_features,6XcfKZvJio9Z0fQy11GnNX,spotify:track:6XcfKZvJio9Z0fQy11GnNX,https://api.spotify.com/v1/tracks/6XcfKZvJio9Z0fQy11GnNX,https://api.spotify.com/v1/audio-analysis/6XcfKZvJio9Z0fQy11GnNX,204878,4
523,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,audio_features,4rr0gWiMrF4sOIefs3IEvZ,spotify:track:4rr0gWiMrF4sOIefs3IEvZ,https://api.spotify.com/v1/tracks/4rr0gWiMrF4sOIefs3IEvZ,https://api.spotify.com/v1/audio-analysis/4rr0gWiMrF4sOIefs3IEvZ,211507,4
524,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,audio_features,0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,https://api.spotify.com/v1/audio-analysis/0O45fw2L5vsWpdsOdXwNAR,242733,4
525,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,audio_features,63pQm5g0IXLckrv9X3KEyX,spotify:track:63pQm5g0IXLckrv9X3KEyX,https://api.spotify.com/v1/tracks/63pQm5g0IXLckrv9X3KEyX,https://api.spotify.com/v1/audio-analysis/63pQm5g0IXLckrv9X3KEyX,210960,4
526,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,audio_features,0l4DTppOxy7NUaEcwXuOb6,spotify:track:0l4DTppOxy7NUaEcwXuOb6,https://api.spotify.com/v1/tracks/0l4DTppOxy7NUaEcwXuOb6,https://api.spotify.com/v1/audio-analysis/0l4DTppOxy7NUaEcwXuOb6,212307,4
527,0.875,0.634,1,-3.484,1,0.0978,0.00426,3.64e-06,0.111,0.531,120.001,audio_features,4o3cq2szX7THGyZDsWtp59,spotify:track:4o3cq2szX7THGyZDsWtp59,https://api.spotify.com/v1/tracks/4o3cq2szX7THGyZDsWtp59,https://api.spotify.com/v1/audio-analysis/4o3cq2szX7THGyZDsWtp59,272080,4
528,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,audio_features,7HW5WIw7ZgZORCzUxv5gW5,spotify:track:7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/audio-analysis/7HW5WIw7ZgZORCzUxv5gW5,275440,4
529,0.642,0.65,4,-8.567,1,0.0623,0.66,0.0,0.14,0.973,164.421,audio_features,3RNyGLgSvmVRZ7xKUp8Wgd,spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,https://api.spotify.com/v1/tracks/3RNyGLgSvmVRZ7xKUp8Wgd,https://api.spotify.com/v1/audio-analysis/3RNyGLgSvmVRZ7xKUp8Wgd,215800,4
530,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,audio_features,1Ud6moTC0KyXMq1Oxfien0,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,378147,4
531,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4
532,0.552,0.98,9,-4.676,0,0.254,0.00159,0.00552,0.438,0.668,162.961,audio_features,4Dio1t8RHzLv1nfPJTSZyP,spotify:track:4Dio1t8RHzLv1nfPJTSZyP,https://api.spotify.com/v1/tracks/4Dio1t8RHzLv1nfPJTSZyP,https://api.spotify.com/v1/audio-analysis/4Dio1t8RHzLv1nfPJTSZyP,195440,4
533,0.615,0.733,8,-4.808,1,0.0335,0.152,0.0,0.109,0.796,122.58,audio_features,4fIWvT19w9PR0VVBuPYpWA,spotify:track:4fIWvT19w9PR0VVBuPYpWA,https://api.spotify.com/v1/tracks/4fIWvT19w9PR0VVBuPYpWA,https://api.spotify.com/v1/audio-analysis/4fIWvT19w9PR0VVBuPYpWA,244587,4
534,0.668,0.809,4,-4.467,0,0.0373,0.129,3.9e-06,0.139,0.392,82.871,audio_features,3zIEvMYvCM0jiszho8jaFH,spotify:track:3zIEvMYvCM0jiszho8jaFH,https://api.spotify.com/v1/tracks/3zIEvMYvCM0jiszho8jaFH,https://api.spotify.com/v1/audio-analysis/3zIEvMYvCM0jiszho8jaFH,221747,4
535,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,audio_features,5N5k9nd479b1xpDZ4usjrg,spotify:track:5N5k9nd479b1xpDZ4usjrg,https://api.spotify.com/v1/tracks/5N5k9nd479b1xpDZ4usjrg,https://api.spotify.com/v1/audio-analysis/5N5k9nd479b1xpDZ4usjrg,213309,4
536,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4
537,0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088,audio_features,3T9CfDxFYqZWSKxd0BhZrb,spotify:track:3T9CfDxFYqZWSKxd0BhZrb,https://api.spotify.com/v1/tracks/3T9CfDxFYqZWSKxd0BhZrb,https://api.spotify.com/v1/audio-analysis/3T9CfDxFYqZWSKxd0BhZrb,190643,4
538,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,audio_features,22oEJW6r2rMb9z4IntfyEa,spotify:track:22oEJW6r2rMb9z4IntfyEa,https://api.spotify.com/v1/tracks/22oEJW6r2rMb9z4IntfyEa,https://api.spotify.com/v1/audio-analysis/22oEJW6r2rMb9z4IntfyEa,169667,4
539,0.663,0.881,4,-4.731,0,0.14,0.406,0.0,0.421,0.801,124.09,audio_features,05Sr3aEq5SEbhfrUIPGgMv,spotify:track:05Sr3aEq5SEbhfrUIPGgMv,https://api.spotify.com/v1/tracks/05Sr3aEq5SEbhfrUIPGgMv,https://api.spotify.com/v1/audio-analysis/05Sr3aEq5SEbhfrUIPGgMv,185806,4
540,0.565,0.832,10,-5.732,0,0.114,0.0247,0.0,0.26,0.233,112.827,audio_features,1zWMf9bVyhY5W3ZORbjNWt,spotify:track:1zWMf9bVyhY5W3ZORbjNWt,https://api.spotify.com/v1/tracks/1zWMf9bVyhY5W3ZORbjNWt,https://api.spotify.com/v1/audio-analysis/1zWMf9bVyhY5W3ZORbjNWt,192133,4
541,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360,4
542,0.399,0.8,10,-3.697,0,0.468,0.115,0.0,0.143,0.717,189.31,audio_features,7mUTNN05gzFc7SAzknnljS,spotify:track:7mUTNN05gzFc7SAzknnljS,https://api.spotify.com/v1/tracks/7mUTNN05gzFc7SAzknnljS,https://api.spotify.com/v1/audio-analysis/7mUTNN05gzFc7SAzknnljS,186093,4
543,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,audio_features,4so0Wek9Ig1p6CRCHuINwW,spotify:track:4so0Wek9Ig1p6CRCHuINwW,https://api.spotify.com/v1/tracks/4so0Wek9Ig1p6CRCHuINwW,https://api.spotify.com/v1/audio-analysis/4so0Wek9Ig1p6CRCHuINwW,177480,3
544,0.822,0.857,5,-7.878,1,0.0315,0.122,0.000719,0.433,0.978,121.011,audio_features,3UGvTuMBLmhbWLV9Fj15EM,spotify:track:3UGvTuMBLmhbWLV9Fj15EM,https://api.spotify.com/v1/tracks/3UGvTuMBLmhbWLV9Fj15EM,https://api.spotify.com/v1/audio-analysis/3UGvTuMBLmhbWLV9Fj15EM,141387,4
545,0.761,0.684,0,-11.513,1,0.0453,0.392,0.0,0.262,0.955,112.384,audio_features,3Zw7UgXEfOr7ZLmQb7FHyO,spotify:track:3Zw7UgXEfOr7ZLmQb7FHyO,https://api.spotify.com/v1/tracks/3Zw7UgXEfOr7ZLmQb7FHyO,https://api.spotify.com/v1/audio-analysis/3Zw7UgXEfOr7ZLmQb7FHyO,307493,4
546,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,audio_features,30XU4suKzCeoCK9YFzdufg,spotify:track:30XU4suKzCeoCK9YFzdufg,https://api.spotify.com/v1/tracks/30XU4suKzCeoCK9YFzdufg,https://api.spotify.com/v1/audio-analysis/30XU4suKzCeoCK9YFzdufg,260253,4
547,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
548,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,audio_features,7hxZF4jETnE5Q75rKQnMjE,spotify:track:7hxZF4jETnE5Q75rKQnMjE,https://api.spotify.com/v1/tracks/7hxZF4jETnE5Q75rKQnMjE,https://api.spotify.com/v1/audio-analysis/7hxZF4jETnE5Q75rKQnMjE,176533,4
549,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,audio_features,6YffUZJ2R06kyxyK6onezL,spotify:track:6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,158427,4
550,0.505,0.624,7,-6.513,1,0.0371,0.0235,0.0,0.5,0.215,139.849,audio_features,1A2PVHd6kWaMlaJVkMfXmz,spotify:track:1A2PVHd6kWaMlaJVkMfXmz,https://api.spotify.com/v1/tracks/1A2PVHd6kWaMlaJVkMfXmz,https://api.spotify.com/v1/audio-analysis/1A2PVHd6kWaMlaJVkMfXmz,224387,4
551,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,audio_features,1WWR7F24UbFi06sfvcnvD8,spotify:track:1WWR7F24UbFi06sfvcnvD8,https://api.spotify.com/v1/tracks/1WWR7F24UbFi06sfvcnvD8,https://api.spotify.com/v1/audio-analysis/1WWR7F24UbFi06sfvcnvD8,222091,4
552,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,audio_features,1EAgPzRbK9YmdOESSMUm6P,spotify:track:1EAgPzRbK9YmdOESSMUm6P,https://api.spotify.com/v1/tracks/1EAgPzRbK9YmdOESSMUm6P,https://api.spotify.com/v1/audio-analysis/1EAgPzRbK9YmdOESSMUm6P,210173,4
553,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
554,0.718,0.862,9,-10.147,1,0.051,0.015,0.0121,0.0584,0.651,132.024,audio_features,7jflaVkCqDMPDMtnLOjEsd,spotify:track:7jflaVkCqDMPDMtnLOjEsd,https://api.spotify.com/v1/tracks/7jflaVkCqDMPDMtnLOjEsd,https://api.spotify.com/v1/audio-analysis/7jflaVkCqDMPDMtnLOjEsd,193133,4
